hotel_name,hotel_adress,raiting_stars,url
Carlton Downtown Hotel,"Sheikh Zayed Road, Near DIFC Metro Station, Trade Centre, P.O. Box 7143 Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/warwick-dubai-dubai1.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=316&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538159&map_fdco=1&from=searchresults#hotelTmpl
City Seasons Towers Hotel Bur Dubai,"Khalifa Bin Zayed Road, Mankhool, Dubai  Next to Burjuman Mall , P.O.Box- 5847, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/city-seasons-towers-bur-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=319&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538159&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Dubai Marina,"Al Marsa Street, 66, Dubai Marina, PO Box 32923, Dubai Marina, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-address-dubai-marina.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=324&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538159&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Dubai Marina,"Al Marsa Street, 66, Dubai Marina, PO Box 32923, Dubai Marina, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-address-dubai-marina.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=329&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538164&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Signature 1 Hotel Tecom,"Al Thanayah 1 Tecom, Dubai UAE, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/signature-1-hotel-tecom.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=333&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538164&map_fdco=1&from=searchresults#hotelTmpl
Citymax Hotel Business Bay,"Plot No. 3460148, Business Bay, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/citymax-business-bay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=335&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538164&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
JW Marriott Marquis Hotel Dubai,"Sheikh Zayed Road, Business Bay, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/jw-marriott-marquis-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=342&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538164&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Majestic City Retreat Hotel ( Formerly Majestic Hotel Tower),"Mankhool Road, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/majestic-tower.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=350&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538164&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Flora Inn Hotel Dubai Airport,"Airport Road Po Box 125275, Garhoud, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/flora-inn-airport.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=351&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Hyatt Regency Dubai - Corniche,"Deira, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/hyatt-regency-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=353&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Mövenpick Grand Al Bustan,"Casablanca Road, Al Garhoud, P.O. Box 30880, Dubai, Garhoud, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/roda-al-bustan-hotel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=355&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Sky View,"Sheikh Mohammed Bin Rashed Boulevard, P.O Box 111969 , Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/address-sky-view.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=357&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Hyatt Place Dubai Wasl District,"Wasl District, P.O. Box 128851, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hyatt-place-dubai-wasl-district.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=360&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Grand Central Hotel,"Al Rigga Road, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/grand-central.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=361&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&map_fdco=1&from=searchresults#hotelTmpl
Swissôtel Al Ghurair Dubai,"Omar Bin  Al Khattab Street,next to Al Ghurair Centre P.O, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/al-ghurair-hotel-managed-by-accorhotels.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=366&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Grandeur Hotel Al Barsha,"Behind Mall of the Emirates, Al Barsha, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/grandeur.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=369&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&map_fdco=1&from=searchresults#hotelTmpl
Waldorf Astoria Dubai International Financial Centre,"Burj Daman, Al Mustaqbal Street, Dubai International Financial Centre, Trade Centre, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/waldorf-astoria-dubai-international-financial-centre.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=371&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Dubai Mall,"Sheikh Mohamed Bin Rashid Boulevard, Downtown Dubai, PO Box 31166, Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-address-dubai-mall.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=374&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538170&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
DoubleTree by Hilton Dubai Al Jadaf,"Al Jadaf, Bur Dubai,   Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hilton-garden-inn-dubai-al-jadaf-culture-village.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=379&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538175&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Capitol Hotel,"Al Mina Road, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/capitol.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=382&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538175&map_fdco=1&from=searchresults#hotelTmpl
"Holiday Inn & Suites - Dubai Festival City Mall, an IHG Hotel","Gateway Avenue, Dubai Festival City, 000 Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/holiday-inn-dubai-festival-city.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=383&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538175&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Dubai Mall,"Sheikh Mohamed Bin Rashid Boulevard, Downtown Dubai, PO Box 31166, Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-address-dubai-mall.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=389&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538175&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Fountain Views,"Sheikh Mohammed Bin Rashed Boulevard P.O Box 27443, Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/address-fountain-views.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=396&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538175&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Novotel Bur Dubai - Healthcare City,"Dubai Healthcare City Umm Hurair 2, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/novotel-bur-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=401&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Address Fountain Views,"Sheikh Mohammed Bin Rashed Boulevard P.O Box 27443, Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/address-fountain-views.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=402&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
"The Ritz-Carlton, Dubai International Financial Centre","Gate Village, DIFC, Trade Centre, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-ritz-carlton-dubai-international-financial-centre.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=406&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Howard Johnson Plaza by Wyndham Dubai Deira,"Al Rigga Street, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/howard-johnson-plaza-by-wyndham-dubai-deira-uae.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=407&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
HE Hotel Apartments,"Assel Blvd, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/he-apartments-by-gloria.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=410&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Millennium Place Mirdif,"78th street Mirdif Hills, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/millennium-place-mirdif-dubai12345.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=415&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
"InterContinental Dubai Festival City, an IHG Hotel","Dubai, Dubai Festival City, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/intercontinental-dubai-festival-city.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=417&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Atlantis The Royal,"Crescent Road Palm Jumeirah, Palm Jumeirah, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-royal-atlantis.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=421&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Elite Byblos Hotel,"Barsha 1 - Behind Mall of the Emirates, Al Barsha, PO box 390531 Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/elite-byblos-hotel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=424&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
RAF Hotel Apartments,"Hor Al Anz Street, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/raf-apartments.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=425&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538181&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Grand Excelsior Hotel - Bur Dubai,"Kuwait Street, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/grand-excelsior-hotel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=428&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&map_fdco=1&from=searchresults#hotelTmpl
Mövenpick Hotel Apartments Al Mamzar Dubai,"Corner Cairo Road 46 Street , Al Mamzar , 92114 Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/movenpick-apartments-the-square.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=431&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
